./fashion_mnist_extracted/train_images/Shirt/0000000.png,6
./fashion_mnist_extracted/train_images/Shirt/0000001.png,6
./fashion_mnist_extracted/train_images/Sandal/0000000.png,5
./fashion_mnist_extracted/train_images/Coat/0000000.png,4
./fashion_mnist_extracted/train_images/Ankle_boot/0000000.png,9
./fashion_mnist_extracted/train_images/Sneaker/0000000.png,7
./fashion_mnist_extracted/train_images/Trouser/0000000.png,1
./fashion_mnist_extracted/train_images/Dress/0000000.png,3
./fashion_mnist_extracted/train_images/T_shirt/0000000.png,0
./fashion_mnist_extracted/train_images/Ankle_boot/0000001.png,9
./fashion_mnist_extracted/train_images/Bag/0000000.png,8
./fashion_mnist_extracted/train_images/Pullover/0000000.png,2
./fashion_mnist_extracted/train_images/Dress/0000001.png,3
./fashion_mnist_extracted/train_images/T_shirt/0000001.png,0
./fashion_mnist_extracted/train_images/Shirt/0000002.png,6
./fashion_mnist_extracted/train_images/Sneaker/0000001.png,7
./fashion_mnist_extracted/train_images/Pullover/0000001.png,2
./fashion_mnist_extracted/train_images/Coat/0000001.png,4
./fashion_mnist_extracted/train_images/Sandal/0000001.png,5
./fashion_mnist_extracted/train_images/Ankle_boot/0000002.png,9
./fashion_mnist_extracted/train_images/Sneaker/0000002.png,7
./fashion_mnist_extracted/train_images/Shirt/0000003.png,6
./fashion_mnist_extracted/train_images/Pullover/0000002.png,2
./fashion_mnist_extracted/train_images/Coat/0000002.png,4
./fashion_mnist_extracted/train_images/Ankle_boot/0000003.png,9
./fashion_mnist_extracted/train_images/Trouser/0000001.png,1
./fashion_mnist_extracted/train_images/Dress/0000002.png,3
./fashion_mnist_extracted/train_images/Dress/0000003.png,3
./fashion_mnist_extracted/train_images/Coat/0000003.png,4
./fashion_mnist_extracted/train_images/T_shirt/0000002.png,0
./fashion_mnist_extracted/train_images/Dress/0000004.png,3
./fashion_mnist_extracted/train_images/T_shirt/0000003.png,0
./fashion_mnist_extracted/train_images/Sandal/0000002.png,5
./fashion_mnist_extracted/train_images/Dress/0000005.png,3
./fashion_mnist_extracted/train_images/Pullover/0000003.png,2
./fashion_mnist_extracted/train_images/Sandal/0000003.png,5
./fashion_mnist_extracted/train_images/Pullover/0000004.png,2
./fashion_mnist_extracted/train_images/Ankle_boot/0000004.png,9
./fashion_mnist_extracted/train_images/Coat/0000004.png,4
./fashion_mnist_extracted/train_images/Bag/0000001.png,8
./fashion_mnist_extracted/train_images/T_shirt/0000004.png,0
./fashion_mnist_extracted/train_images/Sneaker/0000003.png,7
./fashion_mnist_extracted/train_images/Dress/0000006.png,3
./fashion_mnist_extracted/train_images/Pullover/0000005.png,2
./fashion_mnist_extracted/train_images/Trouser/0000002.png,1
./fashion_mnist_extracted/train_images/Dress/0000007.png,3
./fashion_mnist_extracted/train_images/Dress/0000008.png,3
./fashion_mnist_extracted/train_images/Coat/0000005.png,4
./fashion_mnist_extracted/train_images/Dress/0000009.png,3
./fashion_mnist_extracted/train_images/Dress/0000010.png,3
./fashion_mnist_extracted/train_images/Pullover/0000006.png,2
./fashion_mnist_extracted/train_images/Shirt/0000004.png,6
./fashion_mnist_extracted/train_images/Coat/0000006.png,4
./fashion_mnist_extracted/train_images/Pullover/0000007.png,2
./fashion_mnist_extracted/train_images/Dress/0000011.png,3
./fashion_mnist_extracted/train_images/Sandal/0000004.png,5
./fashion_mnist_extracted/train_images/Sandal/0000005.png,5
./fashion_mnist_extracted/train_images/Coat/0000007.png,4
./fashion_mnist_extracted/train_images/T_shirt/0000005.png,0
./fashion_mnist_extracted/train_images/Sandal/0000006.png,5
./fashion_mnist_extracted/train_images/Dress/0000012.png,3
./fashion_mnist_extracted/train_images/T_shirt/0000006.png,0
./fashion_mnist_extracted/train_images/Sneaker/0000004.png,7
./fashion_mnist_extracted/train_images/Trouser/0000003.png,1
./fashion_mnist_extracted/train_images/Shirt/0000005.png,6
./fashion_mnist_extracted/train_images/Ankle_boot/0000005.png,9
./fashion_mnist_extracted/train_images/Pullover/0000008.png,2
./fashion_mnist_extracted/train_images/Shirt/0000006.png,6
./fashion_mnist_extracted/train_images/Sandal/0000007.png,5
./fashion_mnist_extracted/train_images/Sneaker/0000005.png,7
./fashion_mnist_extracted/train_images/Sneaker/0000006.png,7
./fashion_mnist_extracted/train_images/T_shirt/0000007.png,0
./fashion_mnist_extracted/train_images/Bag/0000002.png,8
./fashion_mnist_extracted/train_images/Dress/0000013.png,3
./fashion_mnist_extracted/train_images/Ankle_boot/0000006.png,9
./fashion_mnist_extracted/train_images/Dress/0000014.png,3
./fashion_mnist_extracted/train_images/Sandal/0000008.png,5
./fashion_mnist_extracted/train_images/Bag/0000003.png,8
./fashion_mnist_extracted/train_images/Pullover/0000009.png,2
./fashion_mnist_extracted/train_images/Ankle_boot/0000007.png,9
./fashion_mnist_extracted/train_images/Coat/0000008.png,4
./fashion_mnist_extracted/train_images/Sandal/0000009.png,5
./fashion_mnist_extracted/train_images/Ankle_boot/0000008.png,9
./fashion_mnist_extracted/train_images/Bag/0000004.png,8
./fashion_mnist_extracted/train_images/Dress/0000015.png,3
./fashion_mnist_extracted/train_images/Bag/0000005.png,8
./fashion_mnist_extracted/train_images/Shirt/0000007.png,6
./fashion_mnist_extracted/train_images/Dress/0000016.png,3
./fashion_mnist_extracted/train_images/Pullover/0000010.png,2
./fashion_mnist_extracted/train_images/Shirt/0000008.png,6
./fashion_mnist_extracted/train_images/Trouser/0000004.png,1
./fashion_mnist_extracted/train_images/Sandal/0000010.png,5
./fashion_mnist_extracted/train_images/T_shirt/0000008.png,0
./fashion_mnist_extracted/train_images/T_shirt/0000009.png,0
./fashion_mnist_extracted/train_images/Dress/0000017.png,3
./fashion_mnist_extracted/train_images/Sneaker/0000007.png,7
./fashion_mnist_extracted/train_images/Pullover/0000011.png,2
./fashion_mnist_extracted/train_images/Shirt/0000009.png,6
./fashion_mnist_extracted/train_images/Trouser/0000005.png,1
./fashion_mnist_extracted/train_images/Bag/0000006.png,8
./fashion_mnist_extracted/train_images/Sneaker/0000008.png,7
./fashion_mnist_extracted/train_images/Dress/0000018.png,3
./fashion_mnist_extracted/train_images/Coat/0000009.png,4
./fashion_mnist_extracted/train_images/Ankle_boot/0000009.png,9
./fashion_mnist_extracted/train_images/Trouser/0000006.png,1
./fashion_mnist_extracted/train_images/Ankle_boot/0000010.png,9
./fashion_mnist_extracted/train_images/T_shirt/0000010.png,0
./fashion_mnist_extracted/train_images/Ankle_boot/0000011.png,9
./fashion_mnist_extracted/train_images/Sneaker/0000009.png,7
./fashion_mnist_extracted/train_images/T_shirt/0000011.png,0
./fashion_mnist_extracted/train_images/Pullover/0000012.png,2
./fashion_mnist_extracted/train_images/Dress/0000019.png,3
./fashion_mnist_extracted/train_images/Coat/0000010.png,4
./fashion_mnist_extracted/train_images/Trouser/0000007.png,1
./fashion_mnist_extracted/train_images/Shirt/0000010.png,6
./fashion_mnist_extracted/train_images/Pullover/0000013.png,2
./fashion_mnist_extracted/train_images/Dress/0000020.png,3
./fashion_mnist_extracted/train_images/Pullover/0000014.png,2
./fashion_mnist_extracted/train_images/Coat/0000011.png,4
./fashion_mnist_extracted/train_images/Sneaker/0000010.png,7
./fashion_mnist_extracted/train_images/Ankle_boot/0000012.png,9
./fashion_mnist_extracted/train_images/Ankle_boot/0000013.png,9
./fashion_mnist_extracted/train_images/Pullover/0000015.png,2
./fashion_mnist_extracted/train_images/Shirt/0000011.png,6
